z,pdf,index,obs,chain,sample,y
1.453791884172665,0.10090403283320837,15551,200,1,51,1.666666666666667
1.4781209966825706,0.0979072148540027,15552,201,1,51,1.7000000000000002
1.50256050693626,0.09474454288914369,15553,202,1,51,1.7333333333333336
1.5270641984850104,0.09144566839323698,15554,203,1,51,1.7666666666666668
1.551585854880099,0.08803893043851468,15555,204,1,51,1.8000000000000003
1.5760725180550996,0.08454996500109954,15556,205,1,51,1.8333333333333335
1.600489288704459,0.08100457692359328,15557,206,1,51,1.8666666666666667
1.6247841815484152,0.07742697387543966,15558,207,1,51,1.9
1.6489109801382453,0.07383859172047268,15559,208,1,51,1.9333333333333336
1.6728145867900186,0.07025838047623069,15560,209,1,51,1.966666666666667
1.6964619000861452,0.06670357270773032,15561,210,1,51,2.0000000000000004
1.7198012764764026,0.06319053360919615,15562,211,1,51,2.033333333333333
1.7427864995120705,0.05973263708685859,15563,212,1,51,2.066666666666667
1.7653608137376255,0.0563423423447519,15564,213,1,51,2.1
1.78753062973405,0.05331101602107047,15565,214,1,51,2.1333333333333333
1.8094561572671697,0.050932894806220416,15566,215,1,51,2.166666666666667
1.8313543468126925,0.04912662707944518,15567,216,1,51,2.2
1.8534413930918252,0.04781858138802729,15568,217,1,51,2.2333333333333334
1.8759463837980066,0.046928710912838206,15569,218,1,51,2.266666666666667
1.8990806250417147,0.046383594512338186,15570,219,1,51,2.3000000000000003
1.923061112063848,0.04611179853174133,15571,220,1,51,2.3333333333333335
1.9481119676969942,0.04604507551622586,15572,221,1,51,2.3666666666666667
1.9744580738201842,0.046109331717577834,15573,222,1,51,2.4
2.002307014246924,0.046232253002627344,15574,223,1,51,2.4333333333333336
2.0318757842181157,0.04634300171361519,15575,224,1,51,2.466666666666667
2.0633942625299118,0.04637311978559994,15576,225,1,51,2.5000000000000004
2.0970874695425556,0.046254304888282256,15577,226,1,51,2.5333333333333337
2.1331570946247727,0.04592369866879052,15578,227,1,51,2.566666666666667
2.171820133017464,0.04532578312368804,15579,228,1,51,2.6
2.2133100473325498,0.04441377800531945,15580,229,1,51,2.6333333333333333
2.2578563407070913,0.04315189595802492,15581,230,1,51,2.666666666666667
2.305652635917232,0.04151994198934336,15582,231,1,51,2.7
2.356853122864804,0.03935572363742856,15583,232,1,51,2.7333333333333334
2.4112367635140965,0.036521535629642575,15584,233,1,51,2.766666666666667
2.468427187153534,0.03323906482776301,15585,234,1,51,2.8000000000000003
2.5280051965733548,0.029720829517940823,15586,235,1,51,2.8333333333333335
2.5895821241336208,0.026145716814146874,15587,236,1,51,2.8666666666666667
2.652763156828025,0.02265731718634279,15588,237,1,51,2.9
2.717180805462927,0.01936360473021231,15589,238,1,51,2.9333333333333336
2.782421333946319,0.016340858935962675,15590,239,1,51,2.966666666666667
2.8480960746382555,0.013632081875785315,15591,240,1,51,3.0
2.9137986988117075,0.011254792112338059,15592,241,1,51,3.0333333333333337
2.9791638812673598,0.009205558567646141,15593,242,1,51,3.066666666666667
3.043787237639602,0.00746819820689428,15594,243,1,51,3.1
3.107280100288498,0.006015938274942487,15595,244,1,51,3.1333333333333333
3.1692285153749307,0.004817101101779933,15596,245,1,51,3.1666666666666665
3.229261540476617,0.0038374666617320414,15597,246,1,51,3.2
3.2869880335629964,0.0030441881902672,15598,247,1,51,3.2333333333333334
3.3420193269941327,0.0024062675533141407,15599,248,1,51,3.2666666666666666
3.393937732427486,0.0018959974746447655,15600,249,1,51,3.3000000000000007
3.442410110785768,0.0014948593858294733,15601,250,1,51,3.333333333333334
3.487526941456971,0.0011903519958418834,15602,251,1,51,3.366666666666667
3.5295748575535284,0.0009578624735722659,15603,252,1,51,3.4000000000000004
3.5688232117367686,0.000779091229677322,15604,253,1,51,3.4333333333333336
3.6055706579643143,0.0006406168134798674,15605,254,1,51,3.4666666666666672
3.640122798648087,0.0005325712092817723,15606,255,1,51,3.5000000000000004
3.67276835190431,0.00044774623973531,15607,256,1,51,3.5333333333333337
3.703784358938068,0.00038080509927554597,15608,257,1,51,3.566666666666667
3.7334695978071353,0.0003277006786188979,15609,258,1,51,3.6
3.762121858279528,0.00028532106023965577,15610,259,1,51,3.6333333333333333
3.790029858471468,0.0002513140293429158,15611,260,1,51,3.6666666666666665
3.8174754380295917,0.00022386134003720052,15612,261,1,51,3.6999999999999997
3.8447632793162314,0.00020152018521825643,15613,262,1,51,3.733333333333333
3.8721804693532933,0.00018311210698618362,15614,263,1,51,3.7666666666666666
3.900015726256998,0.00016770474675636705,15615,264,1,51,3.8000000000000007
3.92855279801334,0.00015454077999200574,15616,265,1,51,3.833333333333334
3.958108051493604,0.0001429938497324204,15617,266,1,51,3.866666666666667
3.9889549808713824,0.00013254272816433951,15618,267,1,51,3.9000000000000004
4.021010861194207,0.00011885096197938552,15619,268,1,51,3.9333333333333336
4.053255196741118,0.00010459944655182742,15620,269,1,51,3.966666666666667
4.085578293704924,9.193104647754865e-05,15621,270,1,51,4.0
4.1179801520856145,8.068593732701774e-05,15622,271,1,51,4.033333333333333
4.150460771883201,7.071849477716617e-05,15623,272,1,51,4.066666666666666
4.183020153097678,6.189625346729879e-05,15624,273,1,51,4.1000000000000005
4.2156582957290425,5.40989183338614e-05,15625,274,1,51,4.133333333333334
4.248375199777302,4.721742832781714e-05,15626,275,1,51,4.166666666666667
4.28117086524245,4.115307209069106e-05,15627,276,1,51,4.2
4.314045292124488,3.5816654873416065e-05,15628,277,1,51,4.233333333333333
4.346998480423419,3.1127715724975836e-05,15629,278,1,51,4.266666666666667
4.380030430139244,2.7013793754196716e-05,15630,279,1,51,4.300000000000001
4.413141141271955,2.340974207654396e-05,15631,280,1,51,4.333333333333334
4.446330613821559,2.0257087896784644e-05,15632,281,1,51,4.366666666666667
4.479598847788052,1.750343704619209e-05,15633,282,1,51,4.4
4.512945843171439,1.5101921187691679e-05,15634,283,1,51,4.433333333333334
4.546371599971716,1.3010685822140083e-05,15635,284,1,51,4.466666666666667
4.579876118188883,1.119241717175527e-05,15636,285,1,51,4.5
4.61345939782294,9.613905980641868e-06,15637,286,1,51,4.533333333333333
4.64712143887389,8.245646255366236e-06,15638,287,1,51,4.566666666666666
4.680862241341732,7.061466968695023e-06,15639,288,1,51,4.6000000000000005
4.714681805226464,6.038194764981206e-06,15640,289,1,51,4.633333333333334
4.748580130528087,5.155345734430268e-06,15641,290,1,51,4.666666666666667
4.7825565726171275,4.39355599852294e-06,15642,291,1,51,4.7
4.8165629631466915,3.7319213855645582e-06,15643,292,1,51,4.733333333333333
4.8505693536762555,3.1662599959771824e-06,15644,293,1,51,4.766666666666667
4.88457574420582,2.683233256461588e-06,15645,294,1,51,4.800000000000001
4.918582134735384,2.271266257626828e-06,15646,295,1,51,4.833333333333334
4.9525885252649475,1.920328099289593e-06,15647,296,1,51,4.866666666666667
4.9865949157945115,1.6217376205083356e-06,15648,297,1,51,4.9
5.0206013063240755,1.3679918591223197e-06,15649,298,1,51,4.933333333333334
5.0546076968536395,1.1526148250828806e-06,15650,299,1,51,4.966666666666667
5.0886140873832035,9.70024394941023e-07,15651,300,1,51,5.0
-5.067772417725621,1.0783196693893084e-06,15652,0,0,52,-5.0
-5.033766027196058,1.2803870288326825e-06,15653,1,0,52,-4.966666666666667
-4.999759636666493,1.5185628505833811e-06,15654,2,0,52,-4.933333333333333
-4.96575324613693,1.7989622232892892e-06,15655,3,0,52,-4.9
-4.931746855607366,2.128673642870369e-06,15656,4,0,52,-4.866666666666667
-4.897740465077801,2.515902975631134e-06,15657,5,0,52,-4.833333333333333
-4.863734074548238,2.970136860767416e-06,15658,6,0,52,-4.8
-4.829727684018674,3.5023278796913495e-06,15659,7,0,52,-4.766666666666667
-4.79572129348911,4.125104052709401e-06,15660,8,0,52,-4.733333333333333
-4.76172275321791,4.8475870535158315e-06,15661,9,0,52,-4.7
-4.727795951263017,5.679863462856614e-06,15662,10,0,52,-4.666666666666667
-4.693954929213818,6.644658121576439e-06,15663,11,0,52,-4.633333333333334
-4.6601996870703015,7.761284783987837e-06,15664,12,0,52,-4.6
-4.626530224832479,9.051584078227153e-06,15665,13,0,52,-4.566666666666666
-4.592946542500344,1.0540210905907441e-05,15666,14,0,52,-4.533333333333333
-4.559448640073899,1.2254948534496622e-05,15667,15,0,52,-4.5
-4.526036517553145,1.422705109104258e-05,15668,16,0,52,-4.466666666666667
-4.492710174938076,1.6491616180624233e-05,15669,17,0,52,-4.433333333333334
-4.4594696122286965,1.908798935449876e-05,15670,18,0,52,-4.3999999999999995
-4.4263148294250065,2.206020213966926e-05,15671,19,0,52,-4.366666666666666
-4.393245826527008,2.5457445311813835e-05,15672,20,0,52,-4.333333333333333
-4.360262603534698,2.9334579045491742e-05,15673,21,0,52,-4.300000000000001
-4.327365160448078,3.375268150754625e-05,15674,22,0,52,-4.266666666666667
-4.294553497267142,3.877963736998486e-05,15675,23,0,52,-4.233333333333333
-4.2618276139918985,4.449076760566264e-05,15676,24,0,52,-4.2
-4.229187510622344,5.096950179229625e-05,15677,25,0,52,-4.166666666666666
-4.196633187158483,5.830809398613463e-05,15678,26,0,52,-4.133333333333333
-4.164164643600306,6.660838303477206e-05,15679,27,0,52,-4.1000000000000005
-4.131781879947817,7.598259797777741e-05,15680,28,0,52,-4.066666666666666
-4.09948489620102,8.655420893315422e-05,15681,29,0,52,-4.033333333333333
-4.067273692359912,9.845882358622173e-05,15682,30,0,52,-4.0
-4.035148268424495,0.00011184512908482792,15683,31,0,52,-3.9666666666666663
-4.0031086243947644,0.0001268758788006232,15684,32,0,52,-3.933333333333333
-3.9705920906430996,0.00014947372149709987,15685,33,0,52,-3.9
-3.936923491385948,0.00017644746007199226,15686,34,0,52,-3.866666666666667
-3.9022122460590785,0.0002077998567383881,15687,35,0,52,-3.833333333333333
-3.8666245283295093,0.00024407026065413444,15688,36,0,52,-3.8
-3.830307922265651,0.0002858064703437497,15689,37,0,52,-3.7666666666666666
-3.7934171417724505,0.00033351995416875963,15690,38,0,52,-3.7333333333333334
-3.756082078766815,0.00038769644398453326,15691,39,0,52,-3.7
-3.718464690242786,0.0004487098165183624,15692,40,0,52,-3.666666666666667
-3.68071256026878,0.0005167996965542019,15693,41,0,52,-3.633333333333333
-3.6429826324865946,0.0005919848328967679,15694,42,0,52,-3.6
-3.6054082630830844,0.0006740573675083271,15695,43,0,52,-3.566666666666667
-3.5681457150454907,0.0007624861540568267,15696,44,0,52,-3.533333333333333
-3.531342572442233,0.0008563465331988542,15697,45,0,52,-3.5
-3.4951565313181274,0.0009542252534629307,15698,46,0,52,-3.466666666666667
-3.4597273667976363,0.001054208044971479,15699,47,0,52,-3.433333333333333
-3.425204170527376,0.0011539056220462487,15700,48,0,52,-3.4
-3.391734526575759,0.0012503321060309551,15701,49,0,52,-3.3666666666666667
-3.3594754060054157,0.0013399215739362275,15702,50,0,52,-3.3333333333333335
-3.328552314930363,0.0014226418564712265,15703,51,0,52,-3.3
-3.2989211633935884,0.0015049422328259345,15704,52,0,52,-3.2666666666666666
-3.2704757190975418,0.0015876495010268298,15705,53,0,52,-3.2333333333333334
-3.243116396421996,0.001671589728213307,15706,54,0,52,-3.1999999999999997
-3.2167343598448013,0.0017579074546832762,15707,55,0,52,-3.1666666666666665
-3.1912155928295487,0.001847884153707599,15708,56,0,52,-3.1333333333333333
-3.1664535332919144,0.0019430635398858759,15709,57,0,52,-3.0999999999999996
-3.142341619147568,0.002045233181619643,15710,58,0,52,-3.0666666666666664
-3.11878480428513,0.002156505474102281,15711,59,0,52,-3.033333333333333
-3.0956567014531293,0.00227919759262463,15712,60,0,52,-2.9999999999999996
-3.072856306335635,0.0024159192399901283,15713,61,0,52,-2.966666666666667
-3.0502770568483197,0.0025696551219189763,15714,62,0,52,-2.9333333333333336
-3.0278178335972243,0.0027439165781770556,15715,63,0,52,-2.9000000000000004
-3.0053586746102026,0.0029425363792035335,15716,64,0,52,-2.8666666666666663
-2.9827982235745796,0.0031698918935538665,15717,65,0,52,-2.8333333333333335
-2.9600299184060233,0.003431078441126876,15718,66,0,52,-2.8
-2.9369476331269593,0.003732182957385948,15719,67,0,52,-2.7666666666666666
-2.913435697646648,0.004080060918998269,15720,68,0,52,-2.7333333333333334
-2.889400366745379,0.004477435200931947,15721,69,0,52,-2.7
-2.864804940803061,0.004916882809663181,15722,70,0,52,-2.666666666666666
-2.839649100973804,0.0054018564877231535,15723,71,0,52,-2.6333333333333333
-2.8139266623384085,0.005937357271056289,15724,72,0,52,-2.6
-2.78764551283164,0.0065285873812828184,15725,73,0,52,-2.5666666666666664
-2.760806324353584,0.007181420498072038,15726,74,0,52,-2.533333333333333
-2.733410414016383,0.007902270566615431,15727,75,0,52,-2.5
-2.7054496588169163,0.008698528688072471,15728,76,0,52,-2.466666666666667
-2.6769328976948534,0.009577820390645041,15729,77,0,52,-2.433333333333333
-2.6478608025502823,0.010548731307903991,15730,78,0,52,-2.4
-2.6182356708485583,0.01162057096073663,15731,79,0,52,-2.3666666666666667
-2.588047454954243,0.012804085211505592,15732,80,0,52,-2.333333333333333
-2.557305938086108,0.014110244396926968,15733,81,0,52,-2.3
-2.5260117921442427,0.015551351455000357,15734,82,0,52,-2.2666666666666666
-2.4941682882214185,0.017140629189467852,15735,83,0,52,-2.233333333333333
-2.461763467501476,0.018893353081814036,15736,84,0,52,-2.2
-2.4288080507564915,0.020824903600430707,15737,85,0,52,-2.1666666666666665
-2.395302709886552,0.022952438421521247,15738,86,0,52,-2.133333333333333
-2.361251446265179,0.025295021664516516,15739,87,0,52,-2.0999999999999996
-2.3266370027789565,0.027877532577473343,15740,88,0,52,-2.066666666666667
-2.291465364709746,0.03072270944340839,15741,89,0,52,-2.033333333333333
-2.2557314875599195,0.03385560214502239,15742,90,0,52,-1.9999999999999998
-2.2194346703497345,0.03730278786460969,15743,91,0,52,-1.9666666666666668
-2.1825533509422295,0.041095023104477,15744,92,0,52,-1.9333333333333336
-2.1450945287126384,0.04526247196073309,15745,93,0,52,-1.8999999999999997
-2.107053159163341,0.04983854506440745,15746,94,0,52,-1.8666666666666667
-2.068429396480868,0.05485810514308652,15747,95,0,52,-1.8333333333333335
-2.029199697358162,0.0603614540406174,15748,96,0,52,-1.7999999999999996
-1.9893721871742804,0.06638692546015243,15749,97,0,52,-1.7666666666666666
-1.9489418214315957,0.07297651732702806,15750,98,0,52,-1.7333333333333334
-1.9079096599789351,0.08017298868131703,15751,99,0,52,-1.6999999999999997
-1.8662500773471153,0.08802572169195252,15752,100,0,52,-1.6666666666666665
-1.8239723754150268,0.0965794649052565,15753,101,0,52,-1.6333333333333333
-1.7810715096850411,0.10588245455536571,15754,102,0,52,-1.6
-1.737549496164291,0.11598186838580135,15755,103,0,52,-1.5666666666666664
-1.6933785262294432,0.12693223258773978,15756,104,0,52,-1.5333333333333332
-1.6485710694757296,0.1387467059397659,15757,105,0,52,-1.5
-1.603159222898667,0.1512792697448353,15758,106,0,52,-1.4666666666666663
-1.5572174144246411,0.1644718239147942,15759,107,0,52,-1.4333333333333333
-1.5107899735822683,0.17828700814972956,15760,108,0,52,-1.4
-1.463959854076563,0.19266610948710378,15761,109,0,52,-1.3666666666666663
-1.4167942364439476,0.20753809717386593,15762,110,0,52,-1.3333333333333333
-1.3693707773674169,0.2228127150727092,15763,111,0,52,-1.3000000000000003
-1.3217340858571842,0.2383946953678364,15764,112,0,52,-1.2666666666666662
-1.2739651724262058,0.2541685653625419,15765,113,0,52,-1.2333333333333332
-1.226131217610901,0.27000733097163293,15766,114,0,52,-1.2000000000000002
-1.1783108693196849,0.28576763928835675,15767,115,0,52,-1.1666666666666667
-1.1305503610144592,0.30130473723092654,15768,116,0,52,-1.133333333333333
-1.082928087531072,0.3164636060719159,15769,117,0,52,-1.1
-1.0355112294059445,0.33108393185536544,15770,118,0,52,-1.0666666666666669
-0.9883787532878611,0.34499885687757204,15771,119,0,52,-1.033333333333333
-0.941579862060508,0.3580469103910857,15772,120,0,52,-0.9999999999999999
-0.8951896623975786,0.37007375899287953,15773,121,0,52,-0.9666666666666668
-0.8492753348354921,0.38092871006516527,15774,122,0,52,-0.9333333333333331
-0.8039147817930609,0.39051090748096196,15775,123,0,52,-0.9
-0.7591367005937737,0.3990701534418608,15776,124,0,52,-0.8666666666666669
-0.714959051329987,0.4066366660432917,15777,125,0,52,-0.8333333333333328
-0.6713942440560093,0.41316985042166554,15778,126,0,52,-0.7999999999999997
-0.6284650875871921,0.41863707330885747,15779,127,0,52,-0.7666666666666666
-0.5861719762892091,0.4230153521588603,15780,128,0,52,-0.733333333333333
-0.5445292575707162,0.42629453335981726,15781,129,0,52,-0.6999999999999998
-0.5035493414860203,0.42847109952560514,15782,130,0,52,-0.6666666666666667
-0.4632446380894269,0.4295502745084021,15783,131,0,52,-0.6333333333333336
-0.42364627560459706,0.429542118611728,15784,132,0,52,-0.5999999999999995
-0.3847389962993846,0.4284715701887139,15785,133,0,52,-0.5666666666666664
-0.34654448027195617,0.42636686878503594,15786,134,0,52,-0.5333333333333333
-0.3090751375766198,0.42326266403442636,15787,135,0,52,-0.49999999999999967
-0.2723615097857873,0.4191973197356541,15788,136,0,52,-0.46666666666666656
-0.23639017876184124,0.4142168718625846,15789,137,0,52,-0.43333333333333346
-0.20118157165966916,0.40837137155346737,15790,138,0,52,-0.3999999999999998
-0.16674809853357628,0.40171292645647494,15791,139,0,52,-0.3666666666666667
-0.1331195900786276,0.3942955351203699,15792,140,0,52,-0.33333333333333315
-0.10028412240915743,0.3862265609291096,15793,141,0,52,-0.2999999999999995
-0.06823336806353447,0.3781855365685935,15794,142,0,52,-0.2666666666666664
-0.03691079872977579,0.3704365818073172,15795,143,0,52,-0.23333333333333328
-0.006269895590985287,0.363042544103403,15796,144,0,52,-0.20000000000000018
0.023771006128657887,0.35603840290181155,15797,145,0,52,-0.16666666666666652
0.053266789291672896,0.3494609209802962,15798,146,0,52,-0.13333333333333341
0.08227795533547064,0.34333967124085896,15799,147,0,52,-0.09999999999999987
0.11085449694677134,0.3377064992432779,15800,148,0,52,-0.06666666666666621
0.13907437946547926,0.33257004263175316,15801,149,0,52,-0.033333333333333104
0.1669927113202079,0.3279399964137663,15802,150,0,52,2.7755575615628914e-16
0.19466999394836465,0.32382165791161055,15803,151,0,52,0.03333333333333338
0.22215908828000966,0.3202229501716458,15804,152,0,52,0.06666666666666676
0.24953547147210403,0.31713324936002063,15805,153,0,52,0.09999999999999987
0.27685387189286326,0.31454110460869716,15806,154,0,52,0.13333333333333325
0.3041747909796976,0.3124326145866892,15807,155,0,52,0.16666666666666707
0.3315533522795251,0.31079586510969187,15808,156,0,52,0.20000000000000018
0.35906375601932466,0.30960442857417114,15809,157,0,52,0.23333333333333356
0.3867597448804359,0.3088284980975763,15810,158,0,52,0.26666666666666694
0.4147016082016272,0.30840935427900873,15811,159,0,52,0.30000000000000004
0.44291949740350767,0.3076881349181171,15812,160,0,52,0.3333333333333334
0.47140718680474847,0.30638207180700877,15813,161,0,52,0.36666666666666653
0.5001310757766124,0.3045051393948162,15814,162,0,52,0.40000000000000036
0.5290657902165202,0.30207239800545277,15815,163,0,52,0.43333333333333374
0.5581802547145701,0.29910041129167336,15816,164,0,52,0.46666666666666684
0.5874621605069918,0.29560887523755774,15817,165,0,52,0.5000000000000002
0.6168781143021115,0.29162354888906694,15818,166,0,52,0.5333333333333333
0.6464027419973496,0.2871700278659941,15819,167,0,52,0.5666666666666667
0.6760040671897782,0.2822755571127276,15820,168,0,52,0.6000000000000001
0.7056702207738459,0.27696746273219086,15821,169,0,52,0.6333333333333332
0.7353682707926879,0.27127992063313566,15822,170,0,52,0.666666666666667
0.7650728431437229,0.2652454177589581,15823,171,0,52,0.7000000000000004
0.7947513144287363,0.25889771640016385,15824,172,0,52,0.7333333333333335
0.8243917472049179,0.25226773436940875,15825,173,0,52,0.7666666666666668
0.8539619248479468,0.24539324101484725,15826,174,0,52,0.8
0.883436473255244,0.2383088342459213,15827,175,0,52,0.8333333333333334
0.9127823760310516,0.23104974272304638,15828,176,0,52,0.8666666666666667
0.9419871889289718,0.2236517769767656,15829,177,0,52,0.9000000000000004
0.9710320221075307,0.21637454988783733,15830,178,0,52,0.9333333333333337
0.9999356638038908,0.20935887368314107,15831,179,0,52,0.9666666666666668
1.0287152597170723,0.20259670172615696,15832,180,0,52,1.0000000000000002
1.0574086294782477,0.19607473086225102,15833,181,0,52,1.0333333333333337
1.0860343852330683,0.1897813806972687,15834,182,0,52,1.0666666666666667
1.1146168435229962,0.18370509518345574,15835,183,0,52,1.1
1.143173607276864,0.17783605086309162,15836,184,0,52,1.1333333333333333
1.171742887213923,0.1721605450598142,15837,185,0,52,1.166666666666667
1.2003424471619346,0.16666657266840468,15838,186,0,52,1.2000000000000004
1.228996603662361,0.16134245875832906,15839,187,0,52,1.2333333333333334
1.257723173462414,0.1561782006782145,15840,188,0,52,1.2666666666666668
1.286561245192285,0.15116086060660447,15841,189,0,52,1.3000000000000003
1.3155274909504164,0.14627935111551207,15842,190,0,52,1.3333333333333333
1.3446462272782715,0.14152303721807502,15843,191,0,52,1.3666666666666667
1.3739352413300072,0.13688292146002504,15844,192,0,52,1.4000000000000004
1.4034349864696214,0.13234765908483317,15845,193,0,52,1.4333333333333336
1.4331607996548035,0.12790810564149946,15846,194,0,52,1.466666666666667
1.4631369933734661,0.12355501201464328,15847,195,0,52,1.5
1.4933732092886556,0.11919513202423374,15848,196,0,52,1.5333333333333334
1.523875401178776,0.11476252302163555,15849,197,0,52,1.5666666666666669
1.5546155709800442,0.11028102551780206,15850,198,0,52,1.6
1.5855762261168382,0.10577160904642965,15851,199,0,52,1.6333333333333333
1.6167325877449898,0.10125539857851815,15852,200,0,52,1.666666666666667
1.6480840056748187,0.09674833865432544,15853,201,0,52,1.7000000000000002
1.6796029795561935,0.09227075660956255,15854,202,0,52,1.7333333333333336
1.711272016813493,0.08783948865833927,15855,203,0,52,1.7666666666666668
1.7430736248710954,0.08347012047331098,15856,204,0,52,1.8000000000000003
1.7749840940150765,0.07917716335215641,15857,205,0,52,1.8333333333333335
1.8069992449670962,0.07497241680625548,15858,206,0,52,1.8666666666666667
1.8390940373354387,0.07086847786973316,15859,207,0,52,1.9
1.8712509785444835,0.06687552431229626,15860,208,0,52,1.9333333333333336
1.9034453332644354,0.06300278455156058,15861,209,0,52,1.966666666666667
1.9356740342776395,0.059256434409978936,15862,210,0,52,2.0000000000000004
1.9679119547475636,0.05564357994301909,15863,211,0,52,2.033333333333333
2.000141602098588,0.05216908338347136,15864,212,0,52,2.066666666666667
2.0323373939342018,0.048837217250272874,15865,213,0,52,2.1
2.0645039557005807,0.04567866709816418,15866,214,0,52,2.1333333333333333
2.096654105419452,0.042721090401784206,15867,215,0,52,2.166666666666667
2.1288175552020934,0.039949734289950065,15868,216,0,52,2.2
2.1610172245872237,0.03735160159897262,15869,217,0,52,2.2333333333333334
2.1932981020752447,0.03491231975496347,15870,218,0,52,2.266666666666667
2.225682207421711,0.03262068934714213,15871,219,0,52,2.3000000000000003
2.258199260767504,0.030465944949040195,15872,220,0,52,2.3333333333333335
2.290873238259632,0.028438840593045706,15873,221,0,52,2.3666666666666667
2.3237486108472285,0.026529265677303966,15874,222,0,52,2.4
2.356846859228827,0.024729475239212664,15875,223,0,52,2.4333333333333336
2.3901977035453132,0.023032033676666085,15876,224,0,52,2.466666666666667
2.423825879049882,0.021430591518699454,15877,225,0,52,2.5000000000000004
2.457775934144593,0.019918233105135692,15878,226,0,52,2.5333333333333337
2.4920685129688653,0.018489827502857346,15879,227,0,52,2.566666666666667
2.5267333356635815,0.017140421870282068,15880,228,0,52,2.6
2.5617955990860364,0.015865819949990177,15881,229,0,52,2.6333333333333333
2.597300524095401,0.01466141504477888,15882,230,0,52,2.666666666666667
2.633267620769886,0.013523953818057332,15883,231,0,52,2.7
2.6697198131899262,0.012442380734516709,15884,232,0,52,2.7333333333333334
2.7066331288074785,0.01140503669937068,15885,233,0,52,2.766666666666667
2.743987540186894,0.010415764339592355,15886,234,0,52,2.8000000000000003
2.78173592153672,0.009478477248535651,15887,235,0,52,2.8333333333333335
2.8198424552328962,0.008595611463221336,15888,236,0,52,2.8666666666666667
2.8582643137192987,0.007768713565020128,15889,237,0,52,2.9
2.8969828678282825,0.006998023129169934,15890,238,0,52,2.9333333333333336
2.9359511966028,0.006283634820409086,15891,239,0,52,2.966666666666667
2.975133482418786,0.005624666648495062,15892,240,0,52,3.0
3.014485538055816,0.00501976098558885,15893,241,0,52,3.0333333333333337
3.0539895306375326,0.004466734327708323,15894,242,0,52,3.066666666666667
3.0935991025799,0.003963498447664221,15895,243,0,52,3.1
3.1332784362588586,0.0035074758237852955,15896,244,0,52,3.1333333333333333
3.172982343328296,0.0030959652104486273,15897,245,0,52,3.1666666666666665
3.2126930701259058,0.0027258753405448293,15898,246,0,52,3.2
3.2523651809792877,0.002394367060086268,15899,247,0,52,3.2333333333333334
3.2919628582643807,0.0020984653110610236,15900,248,0,52,3.2666666666666666
3.3314402710480056,0.0018352911075314425,15901,249,0,52,3.3000000000000007
3.3707795854169103,0.0016019539013064183,15902,250,0,52,3.333333333333334
3.409941704653391,0.0013959085922995752,15903,251,0,52,3.366666666666667
3.4488981654856334,0.0012144384880098987,15904,252,0,52,3.4000000000000004
3.4876103334412134,0.0010550386350348872,15905,253,0,52,3.4333333333333336
3.5260661308553236,0.0009152859325135395,15906,254,0,52,3.4666666666666672
3.564230213836377,0.0007930574970319085,15907,255,0,52,3.5000000000000004
3.6020741418192594,0.0006863769700363837,15908,256,0,52,3.5333333333333337
3.6395593944830025,0.0005934690759443749,15909,257,0,52,3.566666666666667
3.6766721388946126,0.000512667313206757,15910,258,0,52,3.6
3.713378672279235,0.0004425275785346621,15911,259,0,52,3.6333333333333333
3.7496505540717537,0.0003817376235126471,15912,260,0,52,3.6666666666666665
3.7854496627960486,0.00032913855762811315,15913,261,0,52,3.6999999999999997
3.8207598408641568,0.0002836669754745513,15914,262,0,52,3.733333333333333
3.855549311311345,0.00024440948824876483,15915,263,0,52,3.7666666666666666
3.8897896335724966,0.00021055158096840016,15916,264,0,52,3.8000000000000007
3.923443369709733,0.000181383445902788,15917,265,0,52,3.833333333333334
3.956491468093337,0.00015626515095101153,15918,266,0,52,3.866666666666667
3.9889043622620863,0.0001346505817900733,15919,267,0,52,3.9000000000000004
4.020816173896144,0.00011785827589698219,15920,268,0,52,3.9333333333333336
4.052772958263027,0.00010389146057953435,15921,269,0,52,3.966666666666667
4.084821357186227,9.145132876446348e-05,15922,270,0,52,4.0
4.11696137066574,8.038717798950221e-05,15923,271,0,52,4.033333333333333
4.149192998701574,7.056125951740658e-05,15924,272,0,52,4.066666666666666
4.181516241293725,6.184787990941869e-05,15925,273,0,52,4.1000000000000005
4.2139310984421865,5.413254211392195e-05,15926,274,0,52,4.133333333333334
4.2464375701469725,4.731112674333496e-05,15927,275,0,52,4.166666666666667
4.2790356564080705,4.1289113889212186e-05,15928,276,0,52,4.2
4.311725357225486,3.5980845530261256e-05,15929,277,0,52,4.233333333333333
4.34450667259922,3.130882832071917e-05,15930,278,0,52,4.266666666666667
4.37737960252927,2.7203076306675402e-05,15931,279,0,52,4.300000000000001
4.410344147015634,2.3600492905186608e-05,15932,280,0,52,4.333333333333334
4.443400306058317,2.0444291294529983e-05,15933,281,0,52,4.366666666666667
4.476548079657315,1.7683452202780216e-05,15934,282,0,52,4.4
4.509787467812632,1.5272217944964995e-05,15935,283,0,52,4.433333333333334
4.543118470524266,1.3169621445156425e-05,15936,284,0,52,4.466666666666667
4.576541087792214,1.1339048887604157e-05,15937,285,0,52,4.5
4.610055319616478,9.74783456903926e-06,15938,286,0,52,4.533333333333333
4.643661165997062,8.366886471069489e-06,15939,287,0,52,4.566666666666666
