data_seed,data_type,ntrain,mcmc_strategy,apply_jitter,igprior
57,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
57,ptm,250,iwls-nuts,FALSE,"1,0.005"
57,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
57,ptm,500,iwls-nuts,FALSE,"1,0.005"
57,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
58,gaussian,250,iwls-nuts,FALSE,"1,0.005"
58,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
58,gaussian,500,iwls-nuts,FALSE,"1,0.005"
58,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
58,mixture,250,iwls-nuts,FALSE,"1,0.005"
58,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
58,mixture,500,iwls-nuts,FALSE,"1,0.005"
58,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
58,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
58,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
58,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
58,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
58,ptm,250,iwls-nuts,FALSE,"1,0.005"
58,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
58,ptm,500,iwls-nuts,FALSE,"1,0.005"
58,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
59,gaussian,250,iwls-nuts,FALSE,"1,0.005"
59,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
59,gaussian,500,iwls-nuts,FALSE,"1,0.005"
59,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
59,mixture,250,iwls-nuts,FALSE,"1,0.005"
59,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
59,mixture,500,iwls-nuts,FALSE,"1,0.005"
59,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
59,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
59,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
59,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
59,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
59,ptm,250,iwls-nuts,FALSE,"1,0.005"
59,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
59,ptm,500,iwls-nuts,FALSE,"1,0.005"
59,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
60,gaussian,250,iwls-nuts,FALSE,"1,0.005"
60,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
60,gaussian,500,iwls-nuts,FALSE,"1,0.005"
60,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
60,mixture,250,iwls-nuts,FALSE,"1,0.005"
60,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
60,mixture,500,iwls-nuts,FALSE,"1,0.005"
60,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
60,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
60,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
60,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
60,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
60,ptm,250,iwls-nuts,FALSE,"1,0.005"
60,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
60,ptm,500,iwls-nuts,FALSE,"1,0.005"
60,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
61,gaussian,250,iwls-nuts,FALSE,"1,0.005"
61,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
61,gaussian,500,iwls-nuts,FALSE,"1,0.005"
61,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
61,mixture,250,iwls-nuts,FALSE,"1,0.005"
61,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
61,mixture,500,iwls-nuts,FALSE,"1,0.005"
61,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
61,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
61,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
61,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
61,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
61,ptm,250,iwls-nuts,FALSE,"1,0.005"
61,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
61,ptm,500,iwls-nuts,FALSE,"1,0.005"
61,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
62,gaussian,250,iwls-nuts,FALSE,"1,0.005"
62,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
62,gaussian,500,iwls-nuts,FALSE,"1,0.005"
62,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
62,mixture,250,iwls-nuts,FALSE,"1,0.005"
62,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
62,mixture,500,iwls-nuts,FALSE,"1,0.005"
62,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
62,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
62,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
62,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
62,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
62,ptm,250,iwls-nuts,FALSE,"1,0.005"
62,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
62,ptm,500,iwls-nuts,FALSE,"1,0.005"
62,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
63,gaussian,250,iwls-nuts,FALSE,"1,0.005"
63,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
63,gaussian,500,iwls-nuts,FALSE,"1,0.005"
63,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
63,mixture,250,iwls-nuts,FALSE,"1,0.005"
63,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
63,mixture,500,iwls-nuts,FALSE,"1,0.005"
63,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
63,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
63,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
63,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
63,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
63,ptm,250,iwls-nuts,FALSE,"1,0.005"
63,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
63,ptm,500,iwls-nuts,FALSE,"1,0.005"
63,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
64,gaussian,250,iwls-nuts,FALSE,"1,0.005"
64,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
64,gaussian,500,iwls-nuts,FALSE,"1,0.005"
64,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
64,mixture,250,iwls-nuts,FALSE,"1,0.005"
64,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
64,mixture,500,iwls-nuts,FALSE,"1,0.005"
64,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
64,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
64,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
64,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
64,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
64,ptm,250,iwls-nuts,FALSE,"1,0.005"
64,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
64,ptm,500,iwls-nuts,FALSE,"1,0.005"
64,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
65,gaussian,250,iwls-nuts,FALSE,"1,0.005"
65,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
65,gaussian,500,iwls-nuts,FALSE,"1,0.005"
65,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
65,mixture,250,iwls-nuts,FALSE,"1,0.005"
65,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
65,mixture,500,iwls-nuts,FALSE,"1,0.005"
65,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
65,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
65,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
65,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
65,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
65,ptm,250,iwls-nuts,FALSE,"1,0.005"
65,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
65,ptm,500,iwls-nuts,FALSE,"1,0.005"
65,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
66,gaussian,250,iwls-nuts,FALSE,"1,0.005"
66,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
66,gaussian,500,iwls-nuts,FALSE,"1,0.005"
66,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
66,mixture,250,iwls-nuts,FALSE,"1,0.005"
66,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
66,mixture,500,iwls-nuts,FALSE,"1,0.005"
66,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
66,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
66,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
66,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
66,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
66,ptm,250,iwls-nuts,FALSE,"1,0.005"
66,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
66,ptm,500,iwls-nuts,FALSE,"1,0.005"
66,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
67,gaussian,250,iwls-nuts,FALSE,"1,0.005"
67,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
67,gaussian,500,iwls-nuts,FALSE,"1,0.005"
67,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
67,mixture,250,iwls-nuts,FALSE,"1,0.005"
67,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
67,mixture,500,iwls-nuts,FALSE,"1,0.005"
67,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
67,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
67,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
67,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
67,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
67,ptm,250,iwls-nuts,FALSE,"1,0.005"
67,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
67,ptm,500,iwls-nuts,FALSE,"1,0.005"
67,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
68,gaussian,250,iwls-nuts,FALSE,"1,0.005"
68,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
68,gaussian,500,iwls-nuts,FALSE,"1,0.005"
68,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
68,mixture,250,iwls-nuts,FALSE,"1,0.005"
68,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
68,mixture,500,iwls-nuts,FALSE,"1,0.005"
68,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
68,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
68,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
68,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
68,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
68,ptm,250,iwls-nuts,FALSE,"1,0.005"
68,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
68,ptm,500,iwls-nuts,FALSE,"1,0.005"
68,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
69,gaussian,250,iwls-nuts,FALSE,"1,0.005"
69,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
69,gaussian,500,iwls-nuts,FALSE,"1,0.005"
69,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
69,mixture,250,iwls-nuts,FALSE,"1,0.005"
69,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
69,mixture,500,iwls-nuts,FALSE,"1,0.005"
69,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
69,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
69,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
69,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
69,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
69,ptm,250,iwls-nuts,FALSE,"1,0.005"
69,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
69,ptm,500,iwls-nuts,FALSE,"1,0.005"
69,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
70,gaussian,250,iwls-nuts,FALSE,"1,0.005"
70,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
70,gaussian,500,iwls-nuts,FALSE,"1,0.005"
70,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
70,mixture,250,iwls-nuts,FALSE,"1,0.005"
70,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
70,mixture,500,iwls-nuts,FALSE,"1,0.005"
70,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
70,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
70,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
70,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
70,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
70,ptm,250,iwls-nuts,FALSE,"1,0.005"
70,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
70,ptm,500,iwls-nuts,FALSE,"1,0.005"
70,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
71,gaussian,250,iwls-nuts,FALSE,"1,0.005"
71,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
71,gaussian,500,iwls-nuts,FALSE,"1,0.005"
71,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
71,mixture,250,iwls-nuts,FALSE,"1,0.005"
71,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
71,mixture,500,iwls-nuts,FALSE,"1,0.005"
71,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
71,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
71,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
71,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
71,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
71,ptm,250,iwls-nuts,FALSE,"1,0.005"
71,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
71,ptm,500,iwls-nuts,FALSE,"1,0.005"
71,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
72,gaussian,250,iwls-nuts,FALSE,"1,0.005"
72,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
72,gaussian,500,iwls-nuts,FALSE,"1,0.005"
72,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
72,mixture,250,iwls-nuts,FALSE,"1,0.005"
72,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
72,mixture,500,iwls-nuts,FALSE,"1,0.005"
72,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
72,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
72,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
72,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
72,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
72,ptm,250,iwls-nuts,FALSE,"1,0.005"
72,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
72,ptm,500,iwls-nuts,FALSE,"1,0.005"
72,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
73,gaussian,250,iwls-nuts,FALSE,"1,0.005"
73,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
73,gaussian,500,iwls-nuts,FALSE,"1,0.005"
73,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
73,mixture,250,iwls-nuts,FALSE,"1,0.005"
73,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
73,mixture,500,iwls-nuts,FALSE,"1,0.005"
73,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
73,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
73,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
73,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
73,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
73,ptm,250,iwls-nuts,FALSE,"1,0.005"
73,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
73,ptm,500,iwls-nuts,FALSE,"1,0.005"
73,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
74,gaussian,250,iwls-nuts,FALSE,"1,0.005"
74,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
74,gaussian,500,iwls-nuts,FALSE,"1,0.005"
74,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
74,mixture,250,iwls-nuts,FALSE,"1,0.005"
74,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
74,mixture,500,iwls-nuts,FALSE,"1,0.005"
74,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
74,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
74,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
74,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
74,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
74,ptm,250,iwls-nuts,FALSE,"1,0.005"
74,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
74,ptm,500,iwls-nuts,FALSE,"1,0.005"
74,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
75,gaussian,250,iwls-nuts,FALSE,"1,0.005"
75,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
75,gaussian,500,iwls-nuts,FALSE,"1,0.005"
75,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
75,mixture,250,iwls-nuts,FALSE,"1,0.005"
75,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
75,mixture,500,iwls-nuts,FALSE,"1,0.005"
75,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
75,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
75,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
75,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
75,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
75,ptm,250,iwls-nuts,FALSE,"1,0.005"
75,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
75,ptm,500,iwls-nuts,FALSE,"1,0.005"
75,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
76,gaussian,250,iwls-nuts,FALSE,"1,0.005"
76,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
76,gaussian,500,iwls-nuts,FALSE,"1,0.005"
76,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
76,mixture,250,iwls-nuts,FALSE,"1,0.005"
76,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
76,mixture,500,iwls-nuts,FALSE,"1,0.005"
76,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
76,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
76,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
76,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
76,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
76,ptm,250,iwls-nuts,FALSE,"1,0.005"
76,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
76,ptm,500,iwls-nuts,FALSE,"1,0.005"
76,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
77,gaussian,250,iwls-nuts,FALSE,"1,0.005"
77,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
77,gaussian,500,iwls-nuts,FALSE,"1,0.005"
77,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
77,mixture,250,iwls-nuts,FALSE,"1,0.005"
77,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
77,mixture,500,iwls-nuts,FALSE,"1,0.005"
77,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
77,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
77,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
77,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
77,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
77,ptm,250,iwls-nuts,FALSE,"1,0.005"
77,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
77,ptm,500,iwls-nuts,FALSE,"1,0.005"
77,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
78,gaussian,250,iwls-nuts,FALSE,"1,0.005"
78,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
78,gaussian,500,iwls-nuts,FALSE,"1,0.005"
78,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
78,mixture,250,iwls-nuts,FALSE,"1,0.005"
78,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
78,mixture,500,iwls-nuts,FALSE,"1,0.005"
78,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
78,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
78,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
78,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
78,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
78,ptm,250,iwls-nuts,FALSE,"1,0.005"
78,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
78,ptm,500,iwls-nuts,FALSE,"1,0.005"
78,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
79,gaussian,250,iwls-nuts,FALSE,"1,0.005"
79,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
79,gaussian,500,iwls-nuts,FALSE,"1,0.005"
79,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
79,mixture,250,iwls-nuts,FALSE,"1,0.005"
79,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
79,mixture,500,iwls-nuts,FALSE,"1,0.005"
79,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
79,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
79,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
79,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
79,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
79,ptm,250,iwls-nuts,FALSE,"1,0.005"
79,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
79,ptm,500,iwls-nuts,FALSE,"1,0.005"
79,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
80,gaussian,250,iwls-nuts,FALSE,"1,0.005"
80,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
80,gaussian,500,iwls-nuts,FALSE,"1,0.005"
80,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
80,mixture,250,iwls-nuts,FALSE,"1,0.005"
80,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
80,mixture,500,iwls-nuts,FALSE,"1,0.005"
80,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
80,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
80,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
80,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
80,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
80,ptm,250,iwls-nuts,FALSE,"1,0.005"
80,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
80,ptm,500,iwls-nuts,FALSE,"1,0.005"
80,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
81,gaussian,250,iwls-nuts,FALSE,"1,0.005"
81,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
81,gaussian,500,iwls-nuts,FALSE,"1,0.005"
81,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
81,mixture,250,iwls-nuts,FALSE,"1,0.005"
81,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
81,mixture,500,iwls-nuts,FALSE,"1,0.005"
81,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
81,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
81,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
81,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
81,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
81,ptm,250,iwls-nuts,FALSE,"1,0.005"
81,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
81,ptm,500,iwls-nuts,FALSE,"1,0.005"
81,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
82,gaussian,250,iwls-nuts,FALSE,"1,0.005"
82,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
82,gaussian,500,iwls-nuts,FALSE,"1,0.005"
82,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
82,mixture,250,iwls-nuts,FALSE,"1,0.005"
82,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
82,mixture,500,iwls-nuts,FALSE,"1,0.005"
82,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
82,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
82,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
82,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
82,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
82,ptm,250,iwls-nuts,FALSE,"1,0.005"
82,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
82,ptm,500,iwls-nuts,FALSE,"1,0.005"
82,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
83,gaussian,250,iwls-nuts,FALSE,"1,0.005"
83,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
83,gaussian,500,iwls-nuts,FALSE,"1,0.005"
83,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
83,mixture,250,iwls-nuts,FALSE,"1,0.005"
83,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
83,mixture,500,iwls-nuts,FALSE,"1,0.005"
83,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
83,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
83,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
83,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
83,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
83,ptm,250,iwls-nuts,FALSE,"1,0.005"
83,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
83,ptm,500,iwls-nuts,FALSE,"1,0.005"
83,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
84,gaussian,250,iwls-nuts,FALSE,"1,0.005"
84,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
84,gaussian,500,iwls-nuts,FALSE,"1,0.005"
84,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
84,mixture,250,iwls-nuts,FALSE,"1,0.005"
84,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
84,mixture,500,iwls-nuts,FALSE,"1,0.005"
84,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
84,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
84,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
84,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
84,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
84,ptm,250,iwls-nuts,FALSE,"1,0.005"
84,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
84,ptm,500,iwls-nuts,FALSE,"1,0.005"
84,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
85,gaussian,250,iwls-nuts,FALSE,"1,0.005"
85,gaussian,250,iwls-nuts,FALSE,"0.01,0.01"
85,gaussian,500,iwls-nuts,FALSE,"1,0.005"
85,gaussian,500,iwls-nuts,FALSE,"0.01,0.01"
85,mixture,250,iwls-nuts,FALSE,"1,0.005"
85,mixture,250,iwls-nuts,FALSE,"0.01,0.01"
85,mixture,500,iwls-nuts,FALSE,"1,0.005"
85,mixture,500,iwls-nuts,FALSE,"0.01,0.01"
85,skewnorm,250,iwls-nuts,FALSE,"1,0.005"
85,skewnorm,250,iwls-nuts,FALSE,"0.01,0.01"
85,skewnorm,500,iwls-nuts,FALSE,"1,0.005"
85,skewnorm,500,iwls-nuts,FALSE,"0.01,0.01"
85,ptm,250,iwls-nuts,FALSE,"1,0.005"
85,ptm,250,iwls-nuts,FALSE,"0.01,0.01"
85,ptm,500,iwls-nuts,FALSE,"1,0.005"
85,ptm,500,iwls-nuts,FALSE,"0.01,0.01"
86,gaussian,250,iwls-nuts,FALSE,"1,0.005"
