variable,var_fqn,var_index,sample_size,mean,var,sd,rhat,ess_bulk,ess_tail,mcse_mean,mcse_sd,q_0.05,q_0.5,q_0.95,hdi_low,hdi_high,r,pdf_gaussian,model,job,run,fold,a,b,nparam,trafo_target_slope
pdf,pdf[18],"(18,)",40000,6.0984749120984385e-5,1.4066841926010779e-10,1.1860371801090715e-5,1.000296320067537,36339.10446996145,24731.386851802283,6.245600855572806e-8,5.8670069435373433e-8,4.079575714373393e-5,6.125052841844002e-5,8.021789752771391e-5,4.169420812336683e-5,8.093382423052955e-5,-4.132530120481928,7.80749639980213e-5,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[19],"(19,)",40000,6.816123959841602e-5,3.278440268471643e-10,1.81064636759132e-5,1.0003088684771388,36339.21913209896,24731.386851802283,9.363275016372785e-8,9.53797887620614e-8,3.9778975444707454e-5,6.724128379849415e-5,9.958711963312937e-5,3.814389309984266e-5,9.746348164248274e-5,-4.0843373493975905,9.517014108653254e-5,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[20],"(20,)",40000,7.619016575601718e-5,6.894892816513697e-10,2.6258127915968608e-5,1.0003014614301011,36338.87403888932,24731.386851802283,1.3518137731465976e-7,1.6021231178353612e-7,3.8178560782843575e-5,7.342672396030048e-5,1.2338023298955e-4,3.405626398442183e-5,1.1717842495911e-4,-4.0361445783132535,1.1573933052987e-4,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[21],"(21,)",40000,8.565017215859454e-5,1.2791546245590241e-9,3.576527120768168e-5,1.0003022922921632,36309.473095867565,24757.16881070674,1.845626488686499e-7,2.645107730110051e-7,3.747700407068976e-5,8.053406089983945e-5,1.5085434160057e-4,2.924352793728853e-5,1.3732808345313e-4,-3.987951807228916,1.4042762507122e-4,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[22],"(22,)",40000,9.766943193658432e-5,1.898681540732104e-9,4.35738630457767e-5,1.000355484303198,36181.33786876083,24381.07397028499,2.2496886011396945e-7,3.555067333490072e-7,4.1173399306084746e-5,9.07545745379775e-5,1.77315072173e-4,3.194565330667115e-5,1.597163128761e-4,-3.9397590361445785,1.6998690572767e-4,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[23],"(23,)",40000,1.112718100313e-4,2.74422615842299e-9,5.238536206253604e-5,1.0004064634454777,36001.364479512566,24288.13516281927,2.7076931264421776e-7,4.469806048786422e-7,4.561716493414963e-5,1.0209221012318e-4,2.0731417599341e-4,3.470813100955379e-5,1.8528921109403e-4,-3.891566265060241,2.0529090924862e-4,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[24],"(24,)",40000,1.2668689218245e-4,3.869108053440581e-9,6.220215473310053e-5,1.0003683695053718,35773.95195311675,23763.293104285585,3.2220043631223557e-7,5.385757045372918e-7,5.084241606148531e-5,1.1493616517524e-4,2.4174930085664e-4,3.693995639524903e-5,2.1274987263515e-4,-3.843373493975904,2.4735192825456e-4,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[25],"(25,)",40000,1.4418292741052e-4,5.3329725330109485e-9,7.302720406130135e-5,1.0003275130001794,35552.95821530829,23445.10214561112,3.795307591825512e-7,6.389349764238671e-7,5.687687168770015e-5,1.296075394239e-4,2.792528887764e-4,4.3551150297445025e-5,2.462103743348e-4,-3.7951807228915664,2.9733923152715e-4,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[26],"(26,)",40000,1.6404706460369e-4,7.190159252405149e-9,8.479480675374613e-5,1.0002451842129745,35080.533607662,23369.76850632568,4.425777993173374e-7,7.499691236508085e-7,6.430036019136537e-5,1.4649665134769e-4,3.2180100795584e-4,4.566347410283085e-5,2.7870219593047e-4,-3.7469879518072298,3.5659927947989e-4,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[27],"(27,)",40000,1.8660980101014e-4,9.472805295792092e-9,9.732833757848786e-5,1.0001963619161274,34618.30534983711,23736.12047998216,5.104412036982602e-7,8.629046308507292e-7,7.305037019680436e-5,1.6625415108738e-4,3.6821972661042e-4,5.3290731536380584e-5,3.1950425409612e-4,-3.6987951807228914,4.2667779328802e-4,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[28],"(28,)",40000,2.1227256250677e-4,1.2210646257608654e-8,1.105017930063e-4,1.0001662097760753,34168.70399783184,22882.647870449655,5.824252895282033e-7,9.653323036701306e-7,8.309716888969202e-5,1.8888622116119e-4,4.1849367256299e-4,6.182544290472675e-5,3.6404317022649e-4,-3.6506024096385543,5.0934371503073e-4,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[29],"(29,)",40000,2.4152564432324e-4,1.5471147792182992e-8,1.2438306875207e-4,1.0000956221552866,33735.44984663787,22804.101355586205,6.580107843661512e-7,1.0467103885917811e-6,9.427038105630437e-5,2.1595150433448e-4,4.7443591504214e-4,6.820563605131817e-5,4.1176684776612e-4,-3.602409638554217,6.0661507005116e-4,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[30],"(30,)",40000,2.7479164350855e-4,1.9542881452932803e-8,1.3979585635108e-4,1.000098721133429,33366.38364602322,23288.77450512651,7.450598468830324e-7,1.118675116020141e-6,1.0710261248075e-4,2.4668192237283e-4,5.3911510112474e-4,7.596057196044527e-5,4.6704027475228e-4,-3.55421686746988,7.2078671116245e-4,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[31],"(31,)",40000,3.125073078252e-4,2.4749277211499946e-8,1.573190300361e-4,1.0000979387035864,33140.212728415434,23257.45134636651,8.436391118894457e-7,1.2020909802020176e-6,1.2222234869177e-4,2.8117922618432e-4,6.1042703380617e-4,8.582162085413552e-5,5.3025870150063e-4,-3.5060240963855422,8.5445988696892e-4,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[32],"(32,)",40000,3.552457059102e-4,3.132289623257114e-8,1.7698275687922e-4,1.000106906181688,33070.6840278481,23695.89398075721,9.53658085256174e-7,1.3138104822038393e-6,1.406427419899e-4,3.1984581026886e-4,6.91672220809e-4,1.013328696435e-4,6.0265595402936e-4,-3.4578313253012047,0.00101057353315584,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[33],"(33,)",40000,4.0358827565547e-4,3.940873492105888e-8,1.9851633414169e-4,1.000125808753532,33159.44845713953,24403.20781815203,1.0727858883449031e-6,1.4569351000411508e-6,1.6234943013041e-4,3.6360047231437e-4,7.8067437171548e-4,1.2068210888885e-4,6.8388603158399e-4,-3.4096385542168677,0.00119243713595509,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[34],"(34,)",40000,4.5805708840092e-4,4.8945476784259976e-8,2.212362465426e-4,1.0001181097750491,33593.43215767484,25330.501614612847,1.195863279296167e-6,1.6248579653692515e-6,1.8880033545376e-4,4.129931670691e-4,8.7737954389206e-4,1.4360694684079e-4,7.7355727037379e-4,-3.36144578313253,0.00140376496106669,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[35],"(35,)",40000,5.1913627073406e-4,5.9518120008595296e-8,2.4396335792203e-4,1.0001462662865033,34076.492833797296,26433.65107186462,1.314063709893736e-6,1.7917826157006202e-6,2.2101918438804e-4,4.7039721090252e-4,9.8056766149385e-4,1.5953922556958e-4,8.5578238315185e-4,-3.313253012048193,0.00164871137920745,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[36],"(36,)",40000,5.8736900971959e-4,7.046801326978685e-8,2.6545811961548e-4,1.0001354274302467,34868.65334095168,26384.22787451422,1.4173578471454072e-6,1.9187609505169927e-6,2.5819603860597e-4,5.3591899803168e-4,0.00109054500184389,2.0183204305491e-4,9.6467870129952e-4,-3.265060240963855,0.00193190695144037,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[37],"(37,)",40000,6.6333529517978e-4,8.108521285527356e-8,2.8475465379037e-4,1.0000823117018167,36094.82600177821,26655.21244667393,1.4961958900286169e-6,1.9681903426377578e-6,3.0253218648933e-4,6.1215023502205e-4,0.00119816600564749,2.4146985536284e-4,0.00107311538179703,-3.2168674698795185,0.00225849486398394,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[38],"(38,)",40000,7.4783300461184e-4,9.250652070873961e-8,3.0414884630512e-4,1.0000315394863466,37695.2890040481,26857.92673616529,1.5630961519946526e-6,1.9773068430404374e-6,3.5225228768344e-4,6.9797666124095e-4,0.00131367358108343,2.9027067644582e-4,0.00119554605743909,-3.168674698795181,0.00263416722400305,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[39],"(39,)",40000,8.4170888092522e-4,1.0696408569369136e-7,3.2705364344965e-4,1.0000048337790592,39414.37447988385,27552.519070572624,1.640398276380663e-6,2.0237439166334373e-6,4.0687415041093e-4,7.9186106184936e-4,0.00144596074149705,3.4340573792218e-4,0.00133068323242069,-3.120481927710844,0.00306520064587613,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[40],"(40,)",40000,9.4571250728507e-4,1.252939652142712e-7,3.5396887605306e-4,1.000002984260957,41151.96992376443,27252.13317859685,1.7373650880796506e-6,2.124450255600675e-6,4.677678629982e-4,8.942896811259e-4,0.00159951690115716,3.993424510622e-4,0.00147936478073263,-3.072289156626506,0.0035584904728124,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[41],"(41,)",40000,0.00106041105076716,1.4788918147340457e-7,3.845636247403e-4,1.0000001514565209,42619.13595558756,27668.845449021203,1.8554158042887197e-6,2.2745787034211005e-6,5.3597224671255e-4,0.00100729555126973,0.00177072078429433,4.7028227360931e-4,0.0016495698577116,-3.024096385542169,0.00412158289291921,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[42],"(42,)",40000,0.00118590998039475,1.7423802502397817e-7,4.1741828544516e-4,0.9999981914398294,43769.384248799914,28201.712916349337,1.9892031795823497e-6,2.453680925954026e-6,6.1324400397811e-4,0.00112843732580995,0.00195323050864097,5.4047693984058e-4,0.00182230826018738,-2.9759036144578315,0.00476270412363473,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[43],"(43,)",40000,0.00132190071656835,2.0243841074276413e-7,4.4993156228782e-4,0.9999976414153068,44276.2687603386,28823.619554520512,2.140905615099035e-6,2.6261372650775252e-6,7.0118260683029e-4,0.00126220566748625,0.00214722452062664,6.0945005414601e-4,0.00199872933242948,-2.927710843373494,0.00549078575585598,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[44],"(44,)",40000,0.00146765385459177,2.296300460527878e-7,4.7919729345311e-4,1.0000456990632869,44679.99624903021,29728.878896470615,2.2726031231516384e-6,2.7757344975525493e-6,8.0131562802531e-4,0.00140587387878459,0.00234291122395348,6.9387077903013e-4,0.00218214755817722,-2.879518072289157,0.00631548527138585,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[45],"(45,)",40000,0.00162197445272022,2.5292531066615706e-7,5.0291680292684e-4,1.0000771479767034,44928.9615193523,30526.81363141697,2.3783517578357265e-6,2.839239672209024e-6,9.1448569793033e-4,0.00156107217622216,0.00253701847966542,8.2125521386952e-4,0.00239236404364168,-2.8313253012048194,0.00724720067701476,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[46],"(46,)",40000,0.00178896063926703,2.760065190818434e-7,5.2536322585601e-4,1.000042117112271,44838.41891693528,30105.029292448,2.483540938319721e-6,2.847359817194498e-6,0.00104066881673221,0.00173127245318575,0.00273752659170286,9.4716095379127e-4,0.00260119225749018,-2.7831325301204823,0.00829707813837829,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[47],"(47,)",40000,0.0019820305007291,3.088560342924835e-7,5.557481752489e-4,1.0000257998308748,44236.01848493699,30552.714895153716,2.63823058231923e-6,2.903403292529023e-6,0.00117553798103184,0.0019277692944585,0.00297476926223533,0.00108880537218567,0.00285071717076992,-2.734939759036145,0.00947701144959936,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[48],"(48,)",40000,0.00220821704879467,3.537307608473477e-7,5.9475268881052e-4,1.0000349077180255,43403.48723265566,30564.064357721585,2.844174530521916e-6,3.023828091776544e-6,0.00133583125563453,0.00215389231944612,0.00326890362785389,0.00122041005317011,0.00311187234897971,-2.686746987951808,0.01079963214365691,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[49],"(49,)",40000,0.00247513700542596,4.111887314583054e-7,6.4123999521107e-4,1.0000417049312194,42493.979202079645,30859.265334383457,3.091697615294242e-6,3.2009654307854516e-6,0.0015286154274233,0.00241855434176764,0.00362018494257912,0.00141886302189401,0.00346301806359863,-2.63855421686747,0.01227828903650688,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[50],"(50,)",40000,0.00279147685167641,4.799753896722453e-7,6.9280256182569e-4,1.0000434446983253,41352.78611280792,30861.693410671545,3.3671867020836856e-06,3.412314331365586e-6,0.00177094981682721,0.00272960838198156,0.00402892106156393,0.00168583669747806,0.00389751948420829,-2.590361445783133,0.01392701600827184,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[51],"(51,)",40000,0.0031684293527857502,5.571881561970259e-7,7.4645037088678e-4,1.000042136318027,40739.15400715906,31984.17896285558,3.669583657843254e-6,3.628169515618357e-6,0.00206741133074476,0.00310249810709217,0.00450636701560483,0.00195385437140566,0.00433833255222935,-2.5421686746987953,0.01576048686027054,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[52],"(52,)",40000,0.00361865536685454,6.413647488587483e-7,8.0085251379935e-4,1.000035767354592,39820.4579013302,32497.832647540352,3.972665087077181e-6,3.827681446903242e-6,0.00243156168229388,0.00354751010381491,0.00505254833315081,0.0022992671770905,0.00486185177342391,-2.493975903614458,0.01779395615002024,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[53],"(53,)",40000,0.00415874677391013,7.380208629528873e-7,8.5908140647606e-4,1.0000206415131965,38804.77704170992,33043.70096736929,4.332682341120632e-6,4.020941503921504e-6,0.00287538823803567,0.0040894941622262,0.0056889970695468,0.00270825239329748,0.00547896314851017,-2.4457831325301207,0.0200431850000641,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[54],"(54,)",40000,0.00480972951293373,8.767851825069154e-7,9.3636808067496e-4,0.999997848161298,37371.02086378567,32313.33496723645,4.83288815949176e-6,4.308639358114976e-6,0.00339140962185741,0.00473971921202321,0.00646293093919392,0.00331568618735766,0.00634522354095757,-2.397590361445783,0.02252435100256997,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[55],"(55,)",40000,0.00559475236459787,1.100739900314024e-6,0.00104916152250929,0.9999753842825088,35853.24457762656,32204.626132585625,5.536058544143283e-6,4.800253994735956e-6,0.00399169267271865,0.00552294388420955,0.00744020642684623,0.00383429963904479,0.00723603879815001,-2.349397590361446,0.02525394150162811,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[56],"(56,)",40000,0.00654460585451,1.4261174713745668e-6,0.00119420160415842,0.9999582733137112,34799.35294008059,32536.81496697719,6.390708844216378e-6,5.466672417127197e-6,0.00471516074164684,0.006466481521292,0.00864223164103919,0.00460412944768965,0.00849971529749501,-2.3012048192771086,0.02824862972989411,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[57],"(57,)",40000,0.00769611424044905,1.8579813581889296e-6,0.00136307789879703,0.9999558275010444,34365.12129665427,31817.101367747804,7.336138902261937e-6,6.27902186142885e-6,0.00561177449280554,0.00760666237923749,0.01008279062455555,0.00545372080584165,0.00989189497263949,-2.2530120481927716,0.03152513350581302,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[58],"(58,)",40000,0.00909316661486734,2.381074010539081e-6,0.00154307291160822,0.9999645090445938,34459.4261945003,32241.86823179957,8.287970341324973e-6,7.14637193003083e-6,0.00673565100998438,0.00899506213855781,0.01180202415246448,0.0065704643384727,0.01157941816534976,-2.2048192771084336,0.03510005646139096,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[59],"(59,)",40000,0.01079250046842171,2.9457907532800834e-06,0.00171633060721997,0.9999718369418258,35020.82154092604,31395.790931806016,9.137932668490667e-6,7.964108055906418e-6,0.00817772539139165,0.01068398207290632,0.01379058782140775,0.00797243439490845,0.01353279550756537,-2.156626506024097,0.03898971206670847,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[60],"(60,)",40000,0.01286051133932196,3.47098417272835e-6,0.00186305774809272,0.9999861655178324,36168.62645848646,31945.243252935255,9.74609353218751e-6,8.598264566907617e-6,0.01002549709368583,0.01273954881698027,0.01611099205657022,0.00986115567312658,0.01589306709612519,-2.1084337349397595,0.04320993104345377,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[61],"(61,)",40000,0.01538283625113163,3.8637395059304145e-6,0.00196563971925946,0.9999673624365504,38149.633925331145,32091.19822947939,1.0042265583417932e-5,8.929678085430908e-6,0.01237366059163869,0.01526797809427598,0.01879671163180582,0.01218502608402847,0.01856147760393801,-2.0602409638554224,0.04777585311200136,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[62],"(62,)",40000,0.01845789746227754,4.183293510761214e-6,0.00204531012581496,0.9999981525082866,40866.262797069016,34317.29514782427,1.0097233205774295e-5,9.086534246004809e-6,0.01527919706726679,0.01835864611692401,0.02196708745578219,0.01516639909104626,0.02181040836714548,-2.0120481927710845,0.05270170439023072,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[63],"(63,)",40000,0.02213135971493216,4.889554878810982e-6,0.00221123379107931,0.9999706476330668,43266.66254000957,34727.31383866332,1.0630704507003187e-5,9.642467582683029e-6,0.01864417299154604,0.02205690759420424,0.02588772061014046,0.01847413025202719,0.02570135367887887,-1.9638554216867472,0.05800056215154257,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[64],"(64,)",40000,0.02649324976028943,6.2629033276995345e-6,0.00250257933494615,0.9999570319759656,44275.17554140628,35237.88521977131,1.1898314297794154e-5,1.0825527877765414e-5,0.02251358296292027,0.02641731554737899,0.03074908650651843,0.02232786244878969,0.03052114638242362,-1.91566265060241,0.0636841090475667,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[65],"(65,)",40000,0.03165217048700006,8.507656637380978e-6,0.00291678875432914,0.9999772467163612,43954.57398005264,35681.514749066824,1.3918847344075974e-5,1.2667270623067786e-5,0.02701645623559968,0.0315687151719766,0.03659636399865398,0.0269215613746096,0.03647722081118004,-1.8674698795180724,0.06976237930005932,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[66],"(66,)",40000,0.0377172298024695,1.1665214175175536e-5,0.00341543762571877,1.0000052082381572,42878.311376205376,34449.25131025669,1.6494862410663426e-5,1.4957805718408409e-5,0.03225558006305873,0.03762194770996013,0.04353778477683153,0.03211387202675013,0.0433493904061564,-1.8192771084337351,0.07624349975784238,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[67],"(67,)",40000,0.04480473323496475,1.5406526737247825e-5,0.00392511486930609,1.0000299190037658,41882.8925290755,34193.11255239578,1.916363210745926e-5,1.727555816855819e-5,0.03854298366475216,0.04467026110432577,0.05150610837888003,0.03832146703144603,0.05123154918737598,-1.771084337349398,0.0831334290889919,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[68],"(68,)",40000,0.05302256010790534,1.891489896116697e-5,0.0043491262296198,1.000088263723693,41206.8867600798,34791.9715481903,2.138955124634382e-5,1.9044592996259467e-5,0.0461176681942695,0.05287090458498607,0.06045129896911563,0.04593777579698351,0.0602405342617394,-1.7228915662650608,0.09043569872598468,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[69],"(69,)",40000,0.06247297846655988,2.093576359428077e-5,0.00457556156053885,1.0000789061039048,41348.84681118678,35044.266871468855,2.2445224857779463e-5,1.9690997930738746e-5,0.05519041023592326,0.06230906650064195,0.07026021385197097,0.05484843150956391,0.06986464856008165,-1.6746987951807233,0.09815115949198892,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[70],"(70,)",40000,0.07325194689986356,2.0883597519294104e-5,0.00456985749441862,1.0001452086127585,42639.59301376474,35224.28364314691,2.207480503445589e-5,1.9026608014469224e-5,0.0659698068460314,0.07312268334026821,0.08097791712867809,0.0657410947523516,0.08071199568176407,-1.6265060240963862,0.10627773809968212,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[71],"(71,)",40000,0.08539310193334415,2.1829782341330205e-5,0.00467223526177034,1.000144300177101,43673.45231177348,34967.95899127481,2.231846984732248e-5,1.9331693114774615e-5,0.07788328429361359,0.08529954999329079,0.093243520198889,0.07767162394508827,0.09299645275277056,-1.5783132530120485,0.11481020791985648,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[72],"(72,)",40000,0.09890771118126306,2.5833222634018176e-5,0.00508263933739333,1.0000822212178535,43747.85060922356,35512.55924432998,2.42806085791378e-5,2.116900961743532e-5,0.090684609957667,0.09884707512726956,0.1073755604386771,0.09062095778354012,0.1072750341950973,-1.5301204819277112,0.12373997855603962,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[73],"(73,)",40000,0.11378313425740144,3.377966393738554e-5,0.005812027523798,1.000012442901096,43123.28519098619,35240.8267074533,2.7979395327983112e-5,2.4356404633935525e-5,0.10435780130046106,0.1137355500743717,0.12347861523484932,0.10442786994276726,0.1235342481483466,-1.4819277108433735,0.1330549088246395,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[74],"(74,)",40000,0.12993636738625905,4.525306316881048e-5,0.00672703970322834,0.9999767179756216,42716.34808542994,35481.71138061988,3.255066911056268e-5,2.8539237583201172e-5,0.11899281212143915,0.12986541051068207,0.14112877951019304,0.11834716663936998,0.14043764393835098,-1.4337349397590369,0.1427391477199605,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[75],"(75,)",40000,0.14722886802517102,5.7758107459348885e-5,0.0075998754897267104,1.000009126428408,42824.30596588041,34274.83516383784,3.672634841411003e-5,3.272829589461436e-5,0.13490904039041152,0.14714821958684166,0.15991149557154788,0.13453458897140136,0.1594655208641338,-1.3855421686746994,0.15277300783352274,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[76],"(76,)",40000,0.16545376052077887,6.694524695401464e-5,0.00818200751368603,1.0000863303249876,43623.875592281765,33830.91054451196,3.9198911554312474e-5,3.5648692984868506e-5,0.15222056669995873,0.1653160695089105,0.1791781076586124,0.15196297528505937,0.17883538900984777,-1.337349397590362,0.16313287549269465,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[77],"(77,)",40000,0.1843254072516612,6.798067905416043e-5,0.00824503966358928,1.000084646361571,45408.31449916139,34630.481555332764,3.871735714521131e-5,3.605818308407897e-5,0.17108295720201463,0.1841602441281769,0.19817570660309525,0.17077646404330893,0.1977992708984521,-1.2891566265060246,0.17379116158197083,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[78],"(78,)",40000,0.2035267056536671,6.031806258155524e-5,0.00776647040691942,1.0000418780207334,48818.112613767,35136.04481841068,3.517235106139144e-5,3.370518602889755e-5,0.1910104169504696,0.20338647110948632,0.21647159553075293,0.1909541834076247,0.21637329344304151,-1.240963855421687,0.18471629661057348,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[79],"(79,)",40000,0.2230541796651346,5.683450563236679e-5,0.00753886633601941,1.0000171412804837,50797.484363552125,36873.09206111648,3.3484167227609215e-5,3.229890681976961e-5,0.21086921169336956,0.22291711585452176,0.2355929472265657,0.2109983358810296,0.23570193025206743,-1.19277108433735,0.1958727730940763,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[80],"(80,)",40000,0.242842427626694,6.424834052080399e-5,0.00801550625480412,1.0000540132891311,48300.32445504242,37605.899015282725,3.649946888870192e-5,3.350413388441056e-5,0.2297808557302895,0.2427779380329678,0.25615644990220704,0.22931655644576615,0.25565866193804787,-1.1445783132530123,0.20722123772947765,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[81],"(81,)",40000,0.2626769433459104,8.148004167938404e-5,0.00902662958580798,1.0000690144747293,44527.47895197059,36368.76403586367,4.2803080995260815e-5,3.7999302229308854e-5,0.24793524986240303,0.2626538425602446,0.2775346137303245,0.24768949561505613,0.27721690870381066,-1.0963855421686757,0.21871863516909465,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[82],"(82,)",40000,0.28230095369991276,1.033838722174e-4,0.01016778600371818,1.000070948343761,41991.98077610709,35951.14190078148,4.964036364856937e-5,4.381824549433686e-5,0.2656507106401599,0.2822320855214121,0.2990771991465441,0.265581867841457,0.29898880820985463,-1.0481927710843375,0.23031840444783225,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[83],"(83,)",40000,0.3014584638493252,1.2150321060802e-4,0.0110228494776999,1.00006741465941,40827.63143306887,34888.869100058524,5.455845869871328e-5,4.773824226588168e-5,0.2833794201907726,0.3013111301421879,0.319620459189504,0.2833065311958626,0.3195196762003346,-1.0000000000000009,0.2419707283021564,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[84],"(84,)",40000,0.3198888140884518,1.2736138763799e-4,0.01128545026297095,1.000062388641629,40841.03077543132,34711.79365510013,5.5857302572546286e-5,4.84286582810961e-5,0.30145544038877453,0.3197059565252573,0.33855512974185265,0.30128172317289253,0.33834541846412874,-0.9518072289156632,0.2536228347511404,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[85],"(85,)",40000,0.3373251619903978,1.1647310904661e-4,0.01079227080120856,1.0000550487882325,42410.11338952127,35320.53297345303,5.2607923327923355e-5,4.556068322907483e-5,0.3197597082031533,0.33711849852791775,0.35518753227779387,0.31943610684969104,0.3548275950534966,-0.9036144578313262,0.26521934940587066,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
pdf,pdf[86],"(86,)",40000,0.35353720673897004,9.536073442791115e-5,0.00976528209668881,1.000037212530941,45039.874100869456,36578.87014609105,4.6023254707443216e-5,4.081562053614235e-5,0.3375810551009272,0.35348195530130166,0.3697093541191394,0.33683893268149584,0.3689296065563783,-0.8554216867469887,0.276702696050716,ptm-47-id,001h-ptm,20250906-020617,-1,-4,7,30,identity
